,id_ta,food,service,value,atmosphere,is_verified,has_phone_number,has_hours,has_website,has_menu,distance,has_tcAward
312,d8631988,,,,,0.0,1.0,1.0,1.0,0.0,1.1,0.0
313,d10373783,,,,,,,,,,,
314,d4170994,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
315,d8732095,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
316,d12936840,45.0,50.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,1.0
317,d12218393,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
318,d3189437,30.0,30.0,30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
319,d7143901,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
320,d3769367,40.0,45.0,50.0,,0.0,1.0,1.0,1.0,0.0,,0.0
321,d3519020,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
322,d9567367,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
323,d11707549,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
324,d10456852,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
325,d7287872,,,,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
326,d8751939,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
327,d4755852,40.0,35.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
328,d7258778,45.0,50.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
329,d10784904,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,3.3,0.0
330,d12713935,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
331,d12714294,,,,,0.0,1.0,1.0,1.0,0.0,2.2,0.0
332,d12071937,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
333,d3595094,40.0,40.0,30.0,35.0,0.0,1.0,1.0,1.0,0.0,1.2,0.0
334,d12051527,,,,,0.0,1.0,1.0,1.0,0.0,1.5,0.0
335,d2518621,45.0,40.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,,1.0
336,d718672,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.6,1.0
337,d10206734,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
338,d3475628,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.7,1.0
339,d8452336,50.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,,0.0
340,d2241831,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
341,d10056783,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
342,d7788930,25.0,35.0,25.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
343,d795723,45.0,40.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,,0.0
344,d875450,40.0,35.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
345,d2523434,,,,,,,,,,,
346,d8364955,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
347,d4770145,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,,0.0
348,d11938261,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
349,d6354125,,,,,0.0,1.0,1.0,1.0,0.0,2.1,0.0
350,d4149899,20.0,20.0,20.0,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
351,d7123259,,,,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
352,d5977251,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
353,d3563040,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
354,d5526751,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
355,d2349331,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
356,d4354052,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
357,d1342982,35.0,25.0,35.0,30.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0
358,d5815530,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,1.2,0.0
359,d718737,40.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
360,d8022629,35.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
361,d4367622,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
362,d1071387,40.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
363,d2217877,30.0,35.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
364,d4167502,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
365,d7297021,,,,,0.0,1.0,1.0,1.0,0.0,1.9,0.0
366,d8553713,25.0,35.0,25.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0
367,d944307,25.0,30.0,20.0,25.0,0.0,1.0,1.0,1.0,0.0,0.7,0.0
368,d1014680,35.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,1.9,0.0
369,d8026772,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
370,d11668546,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
371,d10802628,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
372,d947023,45.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.7,0.0
373,d1036189,40.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,,1.0
374,d743838,25.0,30.0,20.0,,0.0,1.0,1.0,1.0,0.0,2.0,0.0
375,d4506283,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
376,d12870454,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
377,d3223915,30.0,30.0,30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
378,d5610400,30.0,35.0,35.0,20.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
379,d9546997,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0
380,d10469022,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
381,d805968,50.0,50.0,,,0.0,1.0,1.0,1.0,0.0,0.4,1.0
382,d8497178,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
383,d1818784,35.0,35.0,30.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
384,d4290685,,,,,,,,,,,
385,d947699,,,,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
386,d1039234,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
387,d12157743,,,,,,,,,,,
388,d719421,45.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,1.0
389,d3722783,40.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
390,d4341761,,,,,,,,,,,
391,d7108665,,,,,,,,,,,
392,d5517791,35.0,35.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.7,0.0
393,d743408,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
394,d9460992,,,,,,,,,,,
395,d4703737,45.0,40.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
396,d3328292,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
397,d5852121,40.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,2.2,0.0
398,d6550873,45.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,1.0
399,d1646374,30.0,30.0,25.0,30.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
400,d5971417,40.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
401,d5085896,,,,,,,,,,,
402,d4887793,,,,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
403,d10351146,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
404,d7351110,45.0,40.0,50.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
405,d1060792,45.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,1.4,0.0
406,d8397526,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
407,d12194634,,,,,0.0,1.0,1.0,1.0,0.0,1.1,0.0
408,d9858059,,,,,,,,,,,
409,d6437529,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
410,d3902683,35.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.9,0.0
411,d3322944,40.0,35.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
412,d7064140,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
413,d12614169,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
414,d732954,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
415,d9788415,45.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
416,d5977332,25.0,30.0,25.0,30.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
417,d8388434,45.0,40.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
418,d7727343,40.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
419,d12811941,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
420,d7103893,,,,,,,,,,,
421,d12322814,,,,,,,,,,,
422,d5012171,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
423,d10276838,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,4.1,0.0
424,d991601,30.0,30.0,25.0,30.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
425,d12830313,40.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
426,d10515284,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
427,d12362395,,,,,,,,,,,
428,d2630138,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
429,d5010640,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
430,d12192455,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.5,1.0
431,d694877,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
432,d8339733,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
433,d8736974,45.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,1.2,1.0
434,d1340182,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,1.2,0.0
435,d5122138,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
436,d5003144,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
437,d1117768,35.0,35.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
438,d4912159,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,1.4,0.0
439,d12454145,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
440,d5866420,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
441,d9759177,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.5,1.0
442,d8338572,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
443,d6827904,,,,,,,,,,,
444,d5820891,,,,,,,,,,,
445,d8530002,,,,,0.0,1.0,1.0,1.0,0.0,2.6,0.0
446,d1343561,45.0,35.0,45.0,30.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
447,d4197459,35.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
448,d1104475,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0
449,d8066848,,,,,0.0,1.0,1.0,1.0,0.0,1.2,0.0
450,d6474660,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
451,d13159284,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.2,1.0
452,d12538539,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.4,1.0
453,d8114656,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.1,1.0
454,d13224191,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
455,d12151343,,,,,,,,,,,
456,d2561843,25.0,25.0,30.0,,0.0,1.0,1.0,1.0,0.0,,0.0
457,d13078737,,,,,,,,,,,
458,d1354734,,,,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
459,d6362987,,,,,,,,,,,
460,d12072451,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
461,d7623431,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,,0.0
462,d2316764,45.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0
463,d11621407,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,1.0
464,d2642127,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
465,d11756903,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
466,d12145892,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
467,d7811898,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.4,1.0
468,d2320795,,,,,,,,,,,
469,d6116983,,,,,,,,,,,
470,d12608458,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
471,d12662018,,,,,,,,,,,
472,d11650889,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
473,d10170307,,,,,,,,,,,
474,d3936008,45.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.8,1.0
475,d877381,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
476,d13144085,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,1.0
477,d10109526,,,,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
478,d877613,40.0,45.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
479,d12833008,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
480,d5513194,,,,,,,,,,,
481,d12643422,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
482,d1331632,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
483,d948224,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
484,d1379333,45.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
485,d929166,,,,,,,,,,,
486,d10481190,50.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0
487,d4414634,40.0,35.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
488,d8440458,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,2.4,0.0
489,d5603933,,,,,0.0,1.0,1.0,1.0,0.0,2.0,0.0
490,d7108727,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
491,d5220303,20.0,30.0,20.0,,0.0,1.0,1.0,1.0,0.0,,0.0
492,d8707524,,,,,0.0,1.0,1.0,1.0,0.0,2.3,0.0
493,d4767741,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
494,d10824816,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
495,d12516807,,,,,0.0,1.0,1.0,1.0,0.0,1.7,0.0
496,d3453250,40.0,40.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,1.6,0.0
497,d9994333,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,1.0
498,d787944,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
499,d12992001,25.0,25.0,25.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
500,d5111086,30.0,25.0,25.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
501,d12134956,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
502,d10722137,,,,,0.0,1.0,1.0,1.0,0.0,3.9,0.0
503,d5967132,40.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
504,d3932509,35.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
505,d4794471,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
506,d12523638,,,,,,,,,,,
507,d4769786,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
508,d2022172,45.0,45.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
509,d1478446,45.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
510,d1984401,,,,,,,,,,,
511,d7701632,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
512,d11729264,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
513,d4509575,40.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,2.3,0.0
514,d10337583,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
515,d10444504,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,1.0
516,d2232962,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0
517,d1356235,35.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,2.6,0.0
518,d9853471,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,1.0
519,d12912818,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
520,d4887864,20.0,20.0,20.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
521,d7123376,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
522,d9974425,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0
523,d4261949,40.0,35.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,1.2,0.0
524,d717898,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.3,1.0
525,d1501537,35.0,35.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
526,d5608955,30.0,30.0,30.0,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
527,d8414789,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
528,d6704233,35.0,35.0,30.0,40.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
529,d7286031,,,,,,,,,,,
530,d4882979,35.0,40.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,1.1,0.0
531,d3748874,,,,,,,,,,,
532,d12124670,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
533,d1341330,50.0,50.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
534,d816667,35.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
535,d12639498,45.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
536,d7009439,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,3.4,0.0
537,d12437853,,,,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
538,d10343471,50.0,50.0,45.0,,0.0,1.0,1.0,1.0,0.0,1.5,0.0
539,d944122,30.0,30.0,30.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
540,d6807179,,,,,,,,,,,
541,d715424,45.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
542,d6845079,35.0,35.0,30.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
543,d717406,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
544,d12610234,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.7,1.0
545,d6160291,45.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
546,d7741662,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,,0.0
547,d1044934,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0
548,d10796071,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0
549,d8393826,,,,,,,,,,,
550,d8341129,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
551,d8633562,40.0,,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
552,d2532019,45.0,50.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,2.7,0.0
553,d2693819,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.3,1.0
554,d2718079,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
555,d12079826,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
556,d11793938,50.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
557,d12208421,30.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,,0.0
558,d696592,40.0,40.0,30.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
559,d12434687,,,,,0.0,1.0,1.0,1.0,0.0,2.1,0.0
560,d12598927,30.0,25.0,35.0,,0.0,1.0,1.0,1.0,0.0,1.4,0.0
561,d988061,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
562,d3810336,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
563,d1320175,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
564,d10844418,40.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
565,d10755939,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
566,d1057663,35.0,35.0,30.0,35.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
567,d7057561,35.0,35.0,35.0,25.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
568,d3746280,45.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
569,d2104240,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.6,1.0
570,d1911830,45.0,40.0,45.0,35.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
571,d2012011,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
572,d11952841,,,,,0.0,1.0,1.0,1.0,0.0,2.0,0.0
573,d3734232,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,2.2,0.0
574,d1104924,25.0,25.0,25.0,35.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
575,d2525794,40.0,35.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
576,d11724859,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.9,1.0
577,d10007089,40.0,40.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
578,d9565409,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,,0.0
579,d2702973,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,1.5,0.0
580,d3905468,45.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
581,d7345271,,,,,,,,,,,
582,d719170,45.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
583,d12438456,25.0,30.0,25.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
584,d13167715,,,,,0.0,1.0,1.0,1.0,0.0,3.7,0.0
585,d12411515,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,,1.0
586,d5506579,,,,,0.0,1.0,1.0,1.0,0.0,1.4,0.0
587,d10838422,,,,,0.0,1.0,1.0,1.0,0.0,4.1,0.0
588,d4243443,,,,,,,,,,,
589,d4004885,40.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,1.0
590,d919359,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.7,0.0
591,d2697556,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
592,d8802169,,,,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
593,d1745328,45.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.8,1.0
594,d5889308,40.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
595,d4563349,,,,,0.0,1.0,1.0,1.0,0.0,1.4,0.0
596,d7139647,35.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
597,d5262443,,,,,0.0,1.0,1.0,1.0,0.0,1.2,0.0
598,d5532344,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.2,0.0
599,d1074464,35.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
600,d11916598,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
601,d3737984,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
602,d2226705,,,,,,,,,,,
603,d4282114,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
604,d4363779,40.0,40.0,35.0,45.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0
605,d10138414,,,,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
606,d11814754,40.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
607,d5507530,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
608,d5521656,,,,,0.0,1.0,1.0,1.0,0.0,1.9,0.0
609,d10696777,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
610,d1643207,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
611,d12689844,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.4,0.0
612,d8766179,,,,,,,,,,,
613,d2443318,45.0,40.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
614,d7315033,30.0,30.0,30.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
615,d12398846,50.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.9,1.0
616,d3821613,45.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.8,1.0
617,d3561472,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
618,d9857188,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.4,1.0
619,d4831021,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
620,d7023261,50.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,0.9,0.0
621,d1035391,45.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
622,d2032859,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
623,d2320334,40.0,35.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
624,d5519325,,,,,,,,,,,
625,d4288234,30.0,30.0,30.0,30.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
626,d7812069,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
627,d3567994,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
628,d719043,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
629,d10304281,45.0,30.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
630,d8745635,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.6,1.0
631,d4715035,40.0,35.0,35.0,25.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
632,d3933260,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
633,d8341999,,,,,0.0,1.0,1.0,1.0,0.0,1.7,0.0
634,d7603746,,,,,,,,,,,
635,d10062190,35.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,2.6,0.0
